antecedent,consequent,antecedent_len,support,confidence,lift,leverage,conviction
HDL-C_1.04-1.55 + LDL-C_<=3.1 + TC_<=6.2 + TG_>1.7,高血脂阳性,4,0.16546762589928057,1.0,1.2930232558139536,0.037498059106671505,inf
TG_>1.7 + 血瘀质_>=35,高血脂阳性,2,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
气郁质_<20 + 高尿酸_是,高血脂阳性,2,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
特禀质_<20 + 高尿酸_是,高血脂阳性,2,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
IADL总分_20-29 + TC_<=6.2 + TG_>1.7,高血脂阳性,3,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
LDL-C_<=3.1 + TC_>6.2 + 性别_女,高血脂阳性,3,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
LDL-C_<=3.1 + TG_>1.7 + 湿热质_<20,高血脂阳性,3,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
LDL-C_<=3.1 + 吸烟史_有 + 高尿酸_是,高血脂阳性,3,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
LDL-C_<=3.1 + 性别_女 + 高尿酸_是,高血脂阳性,3,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
TC_<=6.2 + TG_>1.7 + 性别_男,高血脂阳性,3,0.1618705035971223,1.0,1.2930232558139536,0.03668288390870039,inf
TG_>1.7 + 特禀质_20-34,高血脂阳性,2,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
TG_>1.7 + 痰湿质_>=62,高血脂阳性,2,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
ADL总分_20-29 + TG_>1.7 + 吸烟史_无,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
HDL-C_1.04-1.55 + TC_>6.2 + 性别_女,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
HDL-C_1.04-1.55 + 吸烟史_无 + 高尿酸_是,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
IADL总分_20-29 + LDL-C_<=3.1 + 高尿酸_是,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
LDL-C_<=3.1 + TC_<=6.2 + 高尿酸_是,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
LDL-C_<=3.1 + TC_>6.2 + 性别_男,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
LDL-C_<=3.1 + TG_>1.7 + 痰湿质_<=58,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
TG_>1.7 + 吸烟史_无 + 高尿酸_是,高血脂阳性,3,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
LDL-C_<=3.1 + TC_<=6.2 + TG_>1.7 + 高尿酸_是,高血脂阳性,4,0.15827338129496402,1.0,1.2930232558139536,0.035867708710729265,inf
TC_>6.2 + 特禀质_<20,高血脂阳性,2,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
TG_>1.7 + 阳虚质_20-34,高血脂阳性,2,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
TG_>1.7 + 阴虚质_20-34,高血脂阳性,2,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
平和质_<20 + 高尿酸_是,高血脂阳性,2,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
HDL-C_1.04-1.55 + 性别_女 + 高尿酸_是,高血脂阳性,3,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
LDL-C_<=3.1 + TG_>1.7 + 高尿酸_否,高血脂阳性,3,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
TG_>1.7 + 性别_女 + 高尿酸_是,高血脂阳性,3,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
ADL总分_20-29 + LDL-C_<=3.1 + TC_<=6.2 + TG_>1.7,高血脂阳性,4,0.15467625899280577,1.0,1.2930232558139536,0.03505253351275815,inf
TC_>6.2 + 痰湿质_<=58,高血脂阳性,2,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
TC_>6.2 + 血瘀质_20-34,高血脂阳性,2,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
TG_>1.7 + 气虚质_20-34,高血脂阳性,2,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
TG_>1.7 + 血瘀质_20-34,高血脂阳性,2,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
气虚质_<20 + 高尿酸_是,高血脂阳性,2,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
HDL-C_1.04-1.55 + TC_>6.2 + 高尿酸_是,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
HDL-C_1.04-1.55 + TG_>1.7 + 吸烟史_有,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
HDL-C_1.04-1.55 + TG_>1.7 + 性别_男,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
HDL-C_1.04-1.55 + TG_>1.7 + 阴虚质_<20,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
IADL总分_20-29 + LDL-C_<=3.1 + TC_>6.2,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
IADL总分_20-29 + TG_>1.7 + 吸烟史_无,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
LDL-C_<=3.1 + TC_>6.2 + 吸烟史_无,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
TC_<=6.2 + TG_>1.7 + 吸烟史_有,高血脂阳性,3,0.1510791366906475,1.0,1.2930232558139536,0.034237358314787025,inf
TC_>6.2 + 痰湿质_59-61,高血脂阳性,2,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
TG_>1.7 + 痰湿质_59-61,高血脂阳性,2,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
气虚质_>=35 + 高尿酸_是,高血脂阳性,2,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
特禀质_>=35 + 高尿酸_是,高血脂阳性,2,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
ADL总分_20-29 + HDL-C_1.04-1.55 + 高尿酸_是,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
ADL总分_20-29 + TG_>1.7 + 性别_女,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
HDL-C_1.04-1.55 + IADL总分_20-29 + TG_>1.7,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
HDL-C_1.04-1.55 + TC_>6.2 + 吸烟史_无,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
HDL-C_1.04-1.55 + TC_>6.2 + 吸烟史_有,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + TC_>6.2 + 气郁质_>=35,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + TC_>6.2 + 阴虚质_<20,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + TC_>6.2 + 高尿酸_否,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + TG_>1.7 + 气郁质_>=35,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + TG_>1.7 + 特禀质_<20,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + TG_>1.7 + 血瘀质_<20,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + 气郁质_>=35 + 高尿酸_是,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
LDL-C_<=3.1 + 阴虚质_<20 + 高尿酸_是,高血脂阳性,3,0.1474820143884892,1.0,1.2930232558139536,0.0334221831168159,inf
TC_>6.2 + 平和质_20-34,高血脂阳性,2,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
TC_>6.2 + 气郁质_<20,高血脂阳性,2,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
TG_>1.7 + 平和质_>=35,高血脂阳性,2,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
平和质_20-34 + 高尿酸_是,高血脂阳性,2,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
ADL总分_20-29 + TG_>1.7 + 高尿酸_是,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
HDL-C_1.04-1.55 + TC_>6.2 + 高尿酸_否,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
HDL-C_1.04-1.55 + TG_>1.7 + 阳虚质_<20,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
LDL-C_<=3.1 + 湿热质_<20 + 高尿酸_是,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
LDL-C_<=3.1 + 痰湿质_<=58 + 高尿酸_是,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
LDL-C_<=3.1 + 阳虚质_<20 + 高尿酸_是,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
TC_<=6.2 + TG_>1.7 + 气虚质_<20,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
TC_<=6.2 + TG_>1.7 + 特禀质_<20,高血脂阳性,3,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
HDL-C_1.04-1.55 + LDL-C_<=3.1 + TG_>1.7 + 吸烟史_无,高血脂阳性,4,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
HDL-C_1.04-1.55 + LDL-C_<=3.1 + TG_>1.7 + 高尿酸_是,高血脂阳性,4,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
LDL-C_<=3.1 + TC_<=6.2 + TG_>1.7 + 吸烟史_无,高血脂阳性,4,0.14388489208633093,1.0,1.2930232558139536,0.032607007918844785,inf
HDL-C_1.04-1.55 + LDL-C_>3.1,高血脂阳性,2,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
IADL总分_>=30 + TG_>1.7,高血脂阳性,2,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
TC_>6.2 + 气虚质_<20,高血脂阳性,2,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
TC_>6.2 + 痰湿质_>=62,高血脂阳性,2,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
ADL总分_20-29 + HDL-C_1.04-1.55 + TC_>6.2,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
ADL总分_20-29 + TC_>6.2 + TG_<=1.7,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
HDL-C_1.04-1.55 + IADL总分_20-29 + 高尿酸_是,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
HDL-C_1.04-1.55 + TC_<=6.2 + 高尿酸_是,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
HDL-C_1.04-1.55 + TC_>6.2 + 阴虚质_<20,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
HDL-C_1.04-1.55 + TG_>1.7 + 气郁质_>=35,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
HDL-C_1.04-1.55 + TG_>1.7 + 高尿酸_否,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
LDL-C_<=3.1 + 血瘀质_<20 + 高尿酸_是,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
TC_>6.2 + TG_<=1.7 + 性别_男,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
TG_>1.7 + 性别_男 + 高尿酸_是,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
TG_>1.7 + 阳虚质_<20 + 高尿酸_是,高血脂阳性,3,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
HDL-C_1.04-1.55 + TC_<=6.2 + TG_>1.7 + 高尿酸_是,高血脂阳性,4,0.14028776978417265,1.0,1.2930232558139536,0.03179183272087366,inf
TC_>6.2 + 湿热质_>=35,高血脂阳性,2,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
TG_<=1.7 + 高尿酸_是,高血脂阳性,2,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
TG_>1.7 + 湿热质_20-34,高血脂阳性,2,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
ADL总分_20-29 + TG_>1.7 + 高尿酸_否,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
HDL-C_1.04-1.55 + IADL总分_20-29 + TC_>6.2,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
HDL-C_1.04-1.55 + TC_>6.2 + 性别_男,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
HDL-C_1.04-1.55 + 性别_男 + 高尿酸_是,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
LDL-C_<=3.1 + TC_>6.2 + 湿热质_<20,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
LDL-C_<=3.1 + TG_>1.7 + 平和质_20-34,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
TC_>6.2 + TG_<=1.7 + 高尿酸_是,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
TG_>1.7 + 吸烟史_无 + 性别_男,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
TG_>1.7 + 吸烟史_有 + 高尿酸_是,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
TG_>1.7 + 性别_女 + 阳虚质_<20,高血脂阳性,3,0.1366906474820144,1.0,1.2930232558139536,0.030976657522902545,inf
ADL总分_>=30 + TG_>1.7,高血脂阳性,2,0.13309352517985612,1.0,1.2930232558139536,0.030161482324931432,inf
IADL总分_<20 + TG_>1.7,高血脂阳性,2,0.13309352517985612,1.0,1.2930232558139536,0.030161482324931432,inf
TC_>6.2 + 阳虚质_>=35,高血脂阳性,2,0.13309352517985612,1.0,1.2930232558139536,0.030161482324931432,inf
TG_>1.7 + 气郁质_20-34,高血脂阳性,2,0.13309352517985612,1.0,1.2930232558139536,0.030161482324931432,inf
平和质_>=35 + 高尿酸_是,高血脂阳性,2,0.13309352517985612,1.0,1.2930232558139536,0.030161482324931432,inf
气虚质_20-34 + 高尿酸_是,高血脂阳性,2,0.13309352517985612,1.0,1.2930232558139536,0.030161482324931432,inf
